client_public,role,time
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516149
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515512
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,521425
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516283
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512109
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,525249
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512905
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515438
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516169
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,519284
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,518074
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516340
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,514291
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,519031
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515106
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,517060
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513132
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516336
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516871
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,520891
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,511546
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512558
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516702
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,517714
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516006
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513414
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516825
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516185
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,518249
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,517621
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515957
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516538
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516118
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516186
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515918
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516243
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,511117
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513116
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,518935
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,525648
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516058
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513974
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516307
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516789
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513923
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,521384
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515678
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516185
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516980
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513248
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515407
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,528103
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,511909
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516017
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515096
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516599
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516038
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512640
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516582
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516426
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513840
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,518407
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515747
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,525976
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513957
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,518170
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515576
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516511
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512707
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515382
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515598
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,519717
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,521409
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516990
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516726
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,517798
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,514786
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,517026
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,518548
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512347
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515692
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,531498
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512704
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515761
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,511701
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515291
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515421
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516074
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,519748
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516721
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512507
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,531951
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513591
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516937
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515715
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,517395
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516296
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,517486
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,518936
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515447
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,511132
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,514467
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515882
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516959
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516700
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516272
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515703
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515750
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513732
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,520214
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516418
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516158
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515558
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516214
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,522395
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513395
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,514929
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513459
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516213
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,518654
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516979
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516391
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,527838
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516223
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,511423
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512407
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,519076
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515003
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515940
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,520033
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516717
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,517057
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512370
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,511948
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515140
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516673
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515915
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516081
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515808
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516255
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515840
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,518256
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,528440
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516236
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,517192
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,516637
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515553
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,513310
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,511031
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,519850
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515580
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515688
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515274
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515760
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515951
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,528487
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,514741
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,512179
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,515987
d2fd9e87908e41314bc2556200deaa14be0eb6b305cb9b7f6aba9d7e07150506,server,519253
